month,DE,SK,PL,FR,AT,IT,HU,NL,GB,ES,BE,SE,RO,CH,SI,TR,US,CN,RU,UA,BG,HR,GR,DK,FI,NO,PT,LT,LV,IE
2023-03,132026.19896,37974.316142,28977.667688,21203.519118,18153.259428,18362.740306,12492.815385,15950.740635,16570.19426,11718.370686,9301.771169,7256.276028,6757.03652,6951.628676,2281.251232,5333.9439,10400.98336,4170.48967,1963.566014,2529.677079,3105.545167,1872.306692,1133.809908,3019.866303,2250.090424,2398.069264,1924.026972,1223.979357,852.388043,1602.50224
2023-04,106356.178777,30957.032215,25015.316824,18628.646692,14824.744281,15272.5656,10231.713463,12806.6138,13001.591167,9367.921023,8400.766328,6782.011395,5699.77755,6026.678539,2265.683955,4805.871643,8136.262535,3228.404765,1076.692357,2049.683927,2314.904238,1625.142434,861.09869,2626.921778,2165.768337,1299.669519,1636.815803,1111.992494,815.510941,1441.366322
2023-05,117049.153862,35727.634242,26911.416034,19291.541657,15859.953357,17336.098844,12537.404411,11888.799875,14595.78198,11045.316401,9214.183015,6191.935363,6416.536235,6649.799541,2046.084014,5976.222282,9787.066203,3586.82789,1198.181157,2832.294096,2635.38922,1600.4292,1073.635967,2939.025433,1986.052863,1541.631102,1599.595925,1291.873897,824.122564,1583.074698
2023-06,119700.943371,36449.758882,27477.587362,20700.878534,15991.70098,18093.44245,12721.827048,13812.743309,16835.789685,12601.351216,10035.172452,6525.105069,6226.491988,6733.195444,2292.392796,6017.898856,10737.125299,4281.415776,1362.340625,2985.032577,2930.430617,1657.513509,1018.855322,3002.854423,1989.696199,2181.939324,1768.624248,1213.464989,979.185265,1950.940352
2023-07,95107.261225,28865.930178,22959.946301,15183.209198,13078.162064,14371.566574,10524.87045,10550.988324,13124.30557,8977.775221,7315.239155,3648.717152,5598.300451,5332.946406,1652.013065,4847.76214,8138.055246,2815.189771,1161.427768,2718.310363,2323.748893,1540.257653,891.548502,2384.704053,1520.293475,1626.2386,1027.003178,957.678048,671.599265,1067.406775
2023-08,104683.968631,33016.13318,25131.372522,13121.872972,13364.123895,10007.612367,10843.561112,10171.230647,14277.973464,8021.34875,7046.611455,4999.944158,5508.807105,6010.22979,1662.76625,5006.222648,8711.2234,3182.581151,1163.843264,2916.277743,2437.014602,1495.983444,836.148828,2427.701983,1826.349704,1856.519752,1343.332085,1179.996076,842.47627,1108.794811
2023-09,110394.855702,33739.967166,26419.797495,17711.942691,15355.754294,15667.160849,11940.491534,12983.100954,15577.843469,10850.785246,8435.490939,6281.260869,5884.283054,7299.664972,1833.923742,5345.0611,10644.829709,3952.683655,1159.911879,3931.837972,2307.548286,1606.327157,1080.000502,2995.512874,2005.107961,1633.342198,1186.591028,1134.532658,872.381983,1124.289368
2023-10,122140.375751,40941.532602,31122.493963,21347.447271,16216.938654,17732.624679,12331.485342,13260.860104,16581.464688,11939.799501,9533.005205,6908.473308,6911.108813,7457.308283,2237.424178,7378.296511,9787.847143,4019.763515,1315.196936,3327.074409,2955.355588,1894.651138,1276.117585,3842.021567,2553.889624,2085.022789,1572.293392,1253.15074,881.44662,1922.44678
2023-11,122951.171742,40551.345419,31067.098634,20434.676069,15572.362416,15911.987878,12571.821096,11644.912506,16951.456185,11554.046623,8463.201958,5795.801233,6498.054215,6729.07052,2348.093409,6074.886344,9950.606545,3743.917326,1392.140688,4536.494718,2855.464792,1960.258699,1299.213918,3055.782695,2112.114861,1546.414886,1657.969673,1248.445405,1048.751216,1980.28112
2023-12,84948.350152,33402.598065,24501.028149,14834.668617,10389.004111,11984.20199,9772.415165,11465.139674,12403.501335,7226.320003,6257.141161,4765.802209,4681.487758,5725.505352,1867.168568,5149.018965,8929.055247,4353.579512,1269.839633,3022.542886,1996.864991,1665.833948,1001.626413,2449.542098,1293.555608,1297.607159,935.586473,1057.970078,804.003424,2156.732457
2024-01,112095.337315,33168.327029,29296.278586,18588.466327,14289.026494,16550.71064,12309.277217,11499.535712,12047.0155,12072.453827,9195.947984,5858.387976,5662.277547,4839.8453,2285.946288,4405.491522,6018.772365,1496.337419,565.597854,1719.527724,2606.92138,1624.658064,1140.529875,2349.651815,1971.029263,2447.814666,1946.645286,1077.898161,866.464606,2249.206819
2024-02,114004.357903,33943.011301,29511.475009,19385.696423,15096.255716,16706.228547,12744.139569,11087.59233,22014.038304,11778.719033,8712.609928,5671.358784,6483.114436,6971.79392,2377.789577,6446.828893,11371.621353,4520.043362,1277.603009,3351.647621,2708.24686,1812.38857,1111.826197,2495.749222,1616.549233,1739.629108,1692.009808,1185.941839,853.313263,1614.810879
2024-03,117912.017422,34491.639309,28922.274461,19596.087761,15439.494679,17500.065976,12157.246859,13404.553014,18404.468779,12253.940465,8865.755843,5593.746423,6816.664063,8415.609933,2673.659567,6925.518361,12503.281098,5878.173786,1559.683792,3510.891477,2758.703701,2018.445593,1004.657312,2390.499204,1593.804238,3060.617401,1602.59799,1298.862022,952.212523,1408.402212
2024-04,127612.567746,36694.582839,29600.636277,21483.995082,15172.469507,15873.472383,11999.722884,12832.419145,19458.760059,12558.412866,8538.083268,6209.629299,6895.400374,7378.127714,2407.198922,6799.753034,11356.979037,4136.089593,1236.650839,3477.396368,2777.280249,2098.165889,903.599546,2711.014945,1762.707173,2610.161446,1523.090628,1304.777765,1082.231364,1383.015536
2024-05,110325.678719,35945.629085,27845.812355,18169.875727,14140.612571,16090.155304,12118.072117,13460.69516,18528.116189,10685.591659,7806.047105,5770.166164,6887.943892,6739.046505,2257.76281,6998.713997,10829.07811,4753.822654,1437.361069,2903.162288,2164.663809,2129.916533,996.603214,2958.230682,1659.572284,1398.939331,1465.202702,1394.643135,860.630965,1447.119719
2024-06,116898.070507,34045.022573,27436.109971,19759.187029,14830.508815,15757.341057,11929.55639,12392.342542,19593.733045,10807.647972,7718.931683,5982.453241,5899.040889,6316.944908,2454.003602,5890.402729,11870.149422,5794.723457,1305.845379,3531.852663,2238.291174,1668.246477,838.172313,3551.459968,1599.580949,2298.430193,1311.929505,1561.865471,798.511864,2016.939943
2024-07,106486.131986,32804.921079,25874.108307,18265.491971,14209.186251,15614.118075,12242.427834,11540.938787,16448.474562,9154.052705,7477.485507,4148.85702,5972.345301,5719.375641,2142.392988,4612.709704,10542.47196,3793.439775,1081.64035,4160.45644,2358.852173,1709.055716,983.804445,2541.966685,1427.493662,1529.026954,1036.718353,1391.671801,811.943726,1236.518198
2024-08,108543.570932,33265.320855,26395.629905,14987.873046,14196.031733,12773.083226,9908.915368,11728.972783,21053.648618,7222.316552,7319.461087,5903.471534,5580.06811,6746.56556,2044.13275,5743.497082,13664.351171,3973.404707,1220.317378,3540.165622,2128.667755,1640.13793,863.284604,4041.469569,1811.441121,2389.705866,1349.039232,1539.938794,732.360461,1122.325579
2024-09,120424.010196,36379.243901,28034.512813,18988.150881,15417.063828,16597.252641,11693.392973,13061.471271,19923.818578,9837.022955,8619.555148,6503.228414,6639.692463,6288.362399,2300.391983,7660.435632,11275.015478,5055.508991,1457.07394,3658.68944,2454.950612,1648.164338,1020.061315,3682.149182,1933.099554,2041.341994,1654.622518,1534.201759,722.326245,1283.554493
2024-10,124257.384936,40147.360069,32738.266204,20805.604301,16753.464763,15898.164419,12515.583797,13196.183785,19699.593182,11334.764206,9989.933772,6427.271205,7086.219149,6896.254821,2258.96612,7039.073737,11293.221247,4832.48875,1424.474239,4403.327323,2915.339922,1849.416997,1065.622009,4765.958671,1894.464368,2286.032211,1872.939777,1677.127753,697.677287,1808.210564
2024-11,125160.468124,40419.334853,32918.56913,19957.667199,15960.868413,15806.334566,12081.762627,12960.108046,20283.435034,10373.390313,9709.544529,5778.726406,6787.664868,6932.134204,2190.445382,6950.268672,10390.300371,3952.342041,1223.70482,4897.560102,2921.318938,1885.500285,1088.097589,3250.68774,1873.555589,1640.363591,1898.246924,1417.893501,671.038467,1903.227353
2024-12,88397.844015,33840.416948,26853.501261,13174.485314,12015.389235,12704.751888,9314.880137,12310.614345,12021.961091,8434.088708,8197.148155,4766.042006,4949.485824,5257.460115,1901.917394,7731.805998,12527.375249,5089.445579,1027.054833,5704.571938,2155.881309,1550.489284,983.988112,2450.775919,1201.64138,1171.557113,1453.92707,1192.452606,483.397097,1630.388936
